# Nome	Cluster
monkeyc2g2s504 0
monkeyc2g2s515 0
monkeyc2g2s516 0
monkeyc2g2s519 0
monkeyc2g2s522 0
monkeyc2g2s535 0
monkeyc2g2s546 0
monkeyc2g2s548 0
monkeyc2g2s553 0
monkeyc2g2s558 0
monkeyc2g2s562 0
monkeyc2g2s572 0
monkeyc2g2s575 0
monkeyc2g2s580 0
monkeyc2g2s582 0
monkeyc2g2s583 0
monkeyc2g2s587 0
monkeyc2g2s591 0
monkeyc2g2s594 0
monkeyc2g2s595 0
monkeyc2g2s596 0
monkeyc2g2s599 0
monkeyc2g2s601 0
monkeyc2g2s603 0
monkeyc2g2s606 0
monkeyc2g2s608 0
monkeyc2g2s610 0
monkeyc2g2s611 0
monkeyc2g2s612 0
monkeyc2g2s621 0
monkeyc2g2s623 0
monkeyc2g2s624 0
monkeyc2g2s625 0
monkeyc2g2s630 0
monkeyc2g2s633 0
monkeyc2g2s634 0
monkeyc2g2s643 0
monkeyc2g2s648 0
monkeyc2g2s652 0
monkeyc2g2s656 0
monkeyc2g2s658 0
monkeyc2g2s659 0
monkeyc2g2s661 0
monkeyc2g2s664 0
monkeyc2g2s668 0
monkeyc2g2s669 0
monkeyc2g2s673 0
monkeyc2g2s674 0
monkeyc2g2s677 0
monkeyc2g2s678 0
monkeyc2g2s680 0
monkeyc2g2s688 0
monkeyc2g2s693 0
monkeyc2g2s698 0
monkeyc2g2s706 0
monkeyc2g2s707 0
monkeyc2g2s710 0
monkeyc2g2s721 0
monkeyc2g2s722 0
monkeyc2g2s732 0
monkeyc2g2s733 0
monkeyc2g2s734 0
monkeyc2g2s737 0
monkeyc2g2s741 0
monkeyc2g2s743 0
monkeyc2g2s747 0
monkeyc2g2s755 0
monkeyc2g2s759 0
monkeyc2g2s775 0
monkeyc2g2s784 0
monkeyc2g2s787 0
monkeyc2g2s790 0
monkeyc2g2s801 0
monkeyc2g2s808 0
monkeyc2g2s823 0
monkeyc2g2s830 0
monkeyc2g2s833 0
monkeyc2g2s836 0
monkeyc2g2s844 0
monkeyc2g2s845 0
monkeyc2g2s846 0
monkeyc2g2s847 0
monkeyc2g2s848 0
monkeyc2g2s852 0
monkeyc2g2s855 0
monkeyc2g2s862 0
monkeyc2g2s863 0
monkeyc2g2s865 0
monkeyc2g2s869 0
monkeyc2g2s870 0
monkeyc2g2s872 0
monkeyc2g2s877 0
monkeyc2g2s878 0
monkeyc2g2s884 0
monkeyc2g2s892 0
monkeyc2g2s893 0
monkeyc2g2s896 0
monkeyc2g2s901 0
monkeyc2g2s913 0
monkeyc2g2s916 0
monkeyc2g2s921 0
monkeyc2g2s922 0
monkeyc2g2s923 0
monkeyc2g2s927 0
monkeyc2g2s930 0
monkeyc2g2s937 0
monkeyc2g2s938 0
monkeyc2g2s942 0
monkeyc2g2s950 0
monkeyc2g2s951 0
monkeyc2g2s954 0
monkeyc2g2s955 0
monkeyc2g2s958 0
monkeyc2g2s959 0
monkeyc2g2s961 0
monkeyc2g2s964 0
monkeyc2g2s966 0
monkeyc2g2s968 0
monkeyc2g2s971 0
monkeyc2g2s972 0
monkeyc2g2s973 0
monkeyc2g2s976 0
monkeyc2g2s988 0
monkeyc2g2s990 0
monkeyc2g2s991 0
monkeyc2g2s995 0
monkeyc2g2s997 0
monkeyc4l2s1501 0
monkeyc4l2s1502 0
monkeyc4l2s1503 0
monkeyc4l2s1504 0
monkeyc4l2s1505 0
monkeyc4l2s1506 0
monkeyc4l2s1507 0
monkeyc4l2s1508 0
monkeyc4l2s1509 0
monkeyc4l2s1510 0
monkeyc4l2s1511 0
monkeyc4l2s1512 0
monkeyc4l2s1513 0
monkeyc4l2s1514 0
monkeyc4l2s1515 0
monkeyc4l2s1516 0
monkeyc4l2s1517 0
monkeyc4l2s1518 0
monkeyc4l2s1519 0
monkeyc4l2s1520 0
monkeyc4l2s1521 0
monkeyc4l2s1522 0
monkeyc4l2s1523 0
monkeyc4l2s1524 0
monkeyc4l2s1525 0
monkeyc4l2s1526 0
monkeyc4l2s1527 0
monkeyc4l2s1528 0
monkeyc4l2s1529 0
monkeyc4l2s1530 0
monkeyc4l2s1531 0
monkeyc4l2s1532 0
monkeyc4l2s1533 0
monkeyc4l2s1534 0
monkeyc4l2s1535 0
monkeyc4l2s1536 0
monkeyc4l2s1537 0
monkeyc4l2s1538 0
monkeyc4l2s1539 0
monkeyc4l2s1540 0
monkeyc4l2s1541 0
monkeyc4l2s1542 0
monkeyc4l2s1543 0
monkeyc4l2s1544 0
monkeyc4l2s1545 0
monkeyc4l2s1546 0
monkeyc4l2s1547 0
monkeyc4l2s1548 0
monkeyc4l2s1549 0
monkeyc4l2s1550 0
monkeyc4l2s1551 0
monkeyc4l2s1552 0
monkeyc4l2s1553 0
monkeyc4l2s1554 0
monkeyc4l2s1555 0
monkeyc4l2s1556 0
monkeyc4l2s1557 0
monkeyc4l2s1558 0
monkeyc4l2s1559 0
monkeyc4l2s1560 0
monkeyc4l2s1561 0
monkeyc4l2s1562 0
monkeyc4l2s1563 0
monkeyc4l2s1564 0
monkeyc4l2s1565 0
monkeyc4l2s1566 0
monkeyc4l2s1567 0
monkeyc4l2s1568 0
monkeyc4l2s1569 0
monkeyc4l2s1570 0
monkeyc4l2s1571 0
monkeyc4l2s1572 0
monkeyc4l2s1573 0
monkeyc4l2s1574 0
monkeyc4l2s1575 0
monkeyc4l2s1576 0
monkeyc4l2s1577 0
monkeyc4l2s1578 0
monkeyc4l2s1579 0
monkeyc4l2s1580 0
monkeyc4l2s1581 0
monkeyc4l2s1582 0
monkeyc4l2s1583 0
monkeyc4l2s1584 0
monkeyc4l2s1585 0
monkeyc4l2s1586 0
monkeyc4l2s1587 0
monkeyc4l2s1588 0
monkeyc4l2s1589 0
monkeyc4l2s1590 0
monkeyc4l2s1591 0
monkeyc4l2s1592 0
monkeyc4l2s1593 0
monkeyc4l2s1594 0
monkeyc4l2s1595 0
monkeyc4l2s1596 0
monkeyc4l2s1597 0
monkeyc4l2s1598 0
monkeyc4l2s1599 0
monkeyc4l2s1600 0
monkeyc4l2s1601 0
monkeyc4l2s1602 0
monkeyc4l2s1603 0
monkeyc4l2s1604 0
monkeyc4l2s1605 0
monkeyc4l2s1606 0
monkeyc4l2s1607 0
monkeyc4l2s1608 0
monkeyc4l2s1609 0
monkeyc4l2s1610 0
monkeyc4l2s1611 0
monkeyc4l2s1612 0
monkeyc4l2s1613 0
monkeyc4l2s1614 0
monkeyc4l2s1615 0
monkeyc4l2s1616 0
monkeyc4l2s1617 0
monkeyc4l2s1618 0
monkeyc4l2s1619 0
monkeyc4l2s1620 0
monkeyc4l2s1621 0
monkeyc4l2s1622 0
monkeyc4l2s1623 0
monkeyc4l2s1624 0
monkeyc4l2s1625 0
monkeyc4l2s1626 0
monkeyc4l2s1627 0
monkeyc4l2s1628 0
monkeyc4l2s1629 0
monkeyc4l2s1630 0
monkeyc4l2s1631 0
monkeyc4l2s1632 0
monkeyc4l2s1633 0
monkeyc4l2s1634 0
monkeyc4l2s1635 0
monkeyc4l2s1636 0
monkeyc4l2s1637 0
monkeyc4l2s1638 0
monkeyc4l2s1639 0
monkeyc4l2s1640 0
monkeyc4l2s1641 0
monkeyc4l2s1642 0
monkeyc4l2s1643 0
monkeyc4l2s1644 0
monkeyc4l2s1645 0
monkeyc4l2s1646 0
monkeyc4l2s1647 0
monkeyc4l2s1648 0
monkeyc4l2s1649 0
monkeyc4l2s1650 0
monkeyc4l2s1651 0
monkeyc4l2s1652 0
monkeyc4l2s1653 0
monkeyc4l2s1654 0
monkeyc4l2s1655 0
monkeyc4l2s1656 0
monkeyc4l2s1657 0
monkeyc4l2s1658 0
monkeyc4l2s1659 0
monkeyc4l2s1660 0
monkeyc4l2s1661 0
monkeyc4l2s1662 0
monkeyc4l2s1663 0
monkeyc4l2s1664 0
monkeyc4l2s1665 0
monkeyc4l2s1666 0
monkeyc4l2s1667 0
monkeyc4l2s1668 0
monkeyc4l2s1669 0
monkeyc4l2s1670 0
monkeyc4l2s1671 0
monkeyc4l2s1672 0
monkeyc4l2s1673 0
