# Nome	Cluster
monkeyc1g1s4 0
monkeyc1g1s6 0
monkeyc1g1s7 0
monkeyc1g1s17 0
monkeyc1g1s18 0
monkeyc1g1s19 0
monkeyc1g1s22 0
monkeyc1g1s24 0
monkeyc1g1s25 0
monkeyc1g1s26 0
monkeyc1g1s32 0
monkeyc1g1s34 0
monkeyc1g1s35 0
monkeyc1g1s36 0
monkeyc1g1s37 0
monkeyc1g1s39 0
monkeyc1g1s41 0
monkeyc1g1s43 0
monkeyc1g1s45 0
monkeyc1g1s46 0
monkeyc1g1s50 0
monkeyc1g1s53 0
monkeyc1g1s54 0
monkeyc1g1s55 0
monkeyc1g1s56 0
monkeyc1g1s59 0
monkeyc1g1s69 0
monkeyc1g1s80 0
monkeyc1g1s83 0
monkeyc1g1s85 0
monkeyc1g1s86 0
monkeyc1g1s92 0
monkeyc1g1s93 0
monkeyc1g1s98 0
monkeyc1g1s99 0
monkeyc1g1s102 0
monkeyc1g1s103 0
monkeyc1g1s104 0
monkeyc1g1s117 0
monkeyc1g1s118 0
monkeyc1g1s120 0
monkeyc1g1s122 0
monkeyc1g1s125 0
monkeyc1g1s126 0
monkeyc1g1s135 0
monkeyc1g1s136 0
monkeyc1g1s137 0
monkeyc1g1s143 0
monkeyc1g1s146 0
monkeyc1g1s149 0
monkeyc1g1s150 0
monkeyc1g1s153 0
monkeyc1g1s154 0
monkeyc1g1s161 0
monkeyc1g1s166 0
monkeyc1g1s168 0
monkeyc1g1s172 0
monkeyc1g1s178 0
monkeyc1g1s179 0
monkeyc1g1s180 0
monkeyc1g1s183 0
monkeyc1g1s188 0
monkeyc1g1s189 0
monkeyc1g1s196 0
monkeyc1g1s198 0
monkeyc1g1s202 0
monkeyc1g1s203 0
monkeyc1g1s205 0
monkeyc1g1s206 0
monkeyc1g1s208 0
monkeyc1g1s210 0
monkeyc1g1s214 0
monkeyc1g1s222 0
monkeyc1g1s225 0
monkeyc1g1s226 0
monkeyc1g1s228 0
monkeyc1g1s230 0
monkeyc1g1s231 0
monkeyc1g1s232 0
monkeyc1g1s233 0
monkeyc1g1s240 0
monkeyc1g1s241 0
monkeyc1g1s243 0
monkeyc1g1s245 0
monkeyc1g1s253 0
monkeyc1g1s255 0
monkeyc1g1s261 0
monkeyc1g1s263 0
monkeyc1g1s267 0
monkeyc1g1s268 0
monkeyc1g1s274 0
monkeyc1g1s275 0
monkeyc1g1s276 0
monkeyc1g1s277 0
monkeyc1g1s279 0
monkeyc1g1s285 0
monkeyc1g1s289 0
monkeyc1g1s291 0
monkeyc1g1s293 0
monkeyc1g1s295 0
monkeyc1g1s298 0
monkeyc1g1s302 0
monkeyc1g1s317 0
monkeyc1g1s320 0
monkeyc1g1s322 0
monkeyc1g1s328 0
monkeyc1g1s330 0
monkeyc1g1s338 0
monkeyc1g1s347 0
monkeyc1g1s355 0
monkeyc1g1s357 0
monkeyc1g1s359 0
monkeyc1g1s360 0
monkeyc1g1s362 0
monkeyc1g1s365 0
monkeyc1g1s370 0
monkeyc1g1s375 0
monkeyc1g1s378 0
monkeyc1g1s384 0
monkeyc1g1s385 0
monkeyc1g1s391 0
monkeyc1g1s394 0
monkeyc1g1s397 0
monkeyc1g1s398 0
monkeyc1g1s402 0
monkeyc1g1s407 0
monkeyc1g1s408 0
monkeyc1g1s409 0
monkeyc1g1s410 0
monkeyc1g1s412 0
monkeyc1g1s414 0
monkeyc1g1s415 0
monkeyc1g1s416 0
monkeyc1g1s417 0
monkeyc1g1s419 0
monkeyc1g1s422 0
monkeyc1g1s424 0
monkeyc1g1s426 0
monkeyc1g1s428 0
monkeyc1g1s432 0
monkeyc1g1s441 0
monkeyc1g1s443 0
monkeyc1g1s446 0
monkeyc1g1s448 0
monkeyc1g1s453 0
monkeyc1g1s456 0
monkeyc1g1s458 0
monkeyc1g1s460 0
monkeyc1g1s462 0
monkeyc1g1s466 0
monkeyc1g1s471 0
monkeyc1g1s472 0
monkeyc1g1s474 0
monkeyc1g1s479 0
monkeyc1g1s484 0
monkeyc1g1s486 0
monkeyc1g1s488 0
monkeyc1g1s497 0
monkeyc1g1s498 0
monkeyc5hr1s2001 0
monkeyc5hr1s2003 0
monkeyc5hr1s2008 0
monkeyc5hr1s2009 0
monkeyc5hr1s2010 0
monkeyc5hr1s2013 0
monkeyc5hr1s2014 0
monkeyc5hr1s2016 0
monkeyc5hr1s2017 0
monkeyc5hr1s2025 0
monkeyc5hr1s2026 0
monkeyc5hr1s2027 0
monkeyc5hr1s2028 0
monkeyc5hr1s2029 0
monkeyc5hr1s2031 0
monkeyc5hr1s2036 0
monkeyc5hr1s2038 0
monkeyc5hr1s2039 0
monkeyc5hr1s2042 0
monkeyc5hr1s2048 0
monkeyc5hr1s2050 0
monkeyc5hr1s2054 0
monkeyc5hr1s2057 0
monkeyc5hr1s2058 0
monkeyc5hr1s2062 0
monkeyc5hr1s2071 0
monkeyc5hr1s2073 0
monkeyc5hr1s2075 0
monkeyc5hr1s2081 0
monkeyc5hr1s2084 0
monkeyc5hr1s2088 0
monkeyc5hr1s2089 0
monkeyc5hr1s2094 0
monkeyc5hr1s2103 0
monkeyc5hr1s2105 0
monkeyc5hr1s2106 0
monkeyc5hr1s2113 0
monkeyc5hr1s2117 0
monkeyc5hr1s2119 0
monkeyc5hr1s2122 0
monkeyc5hr1s2125 0
monkeyc5hr1s2126 0
monkeyc5hr1s2129 0
monkeyc5hr1s2130 0
monkeyc5hr1s2135 0
monkeyc5hr1s2137 0
monkeyc5hr1s2141 0
monkeyc5hr1s2144 0
monkeyc5hr1s2151 0
monkeyc5hr1s2152 0
monkeyc5hr1s2154 0
monkeyc5hr1s2156 0
monkeyc5hr1s2157 0
monkeyc5hr1s2158 0
monkeyc5hr1s2161 0
monkeyc5hr1s2162 0
monkeyc5hr1s2163 0
monkeyc5hr1s2165 0
monkeyc5hr1s2168 0
monkeyc5hr1s2173 0
monkeyc5hr1s2175 0
monkeyc5hr1s2177 0
monkeyc5hr1s2178 0
monkeyc5hr1s2180 0
monkeyc5hr1s2183 0
monkeyc5hr1s2186 0
monkeyc5hr1s2189 0
monkeyc5hr1s2190 0
monkeyc5hr1s2192 0
monkeyc5hr1s2193 0
monkeyc5hr1s2194 0
monkeyc5hr1s2199 0
monkeyc5hr1s2200 0
monkeyc5hr1s2201 0
monkeyc5hr1s2202 0
monkeyc5hr1s2203 0
monkeyc5hr1s2204 0
monkeyc5hr1s2207 0
monkeyc5hr1s2208 0
monkeyc5hr1s2210 0
monkeyc5hr1s2212 0
monkeyc5hr1s2214 0
monkeyc5hr1s2217 0
monkeyc5hr1s2221 0
monkeyc5hr1s2223 0
monkeyc5hr1s2226 0
